category,product_title,product_url,discount,shop,price_rsd,is_cheapest,source_file,date,time
brasno,Palenta DR.OETKER 60g,https://cenoteka.rs/p/palenta-droetker-60g/,-10%,tempo,57.99,False,page001,03-10-2025,14:46:08
brasno,Palenta DR.OETKER 60g,https://cenoteka.rs/p/palenta-droetker-60g/,-10%,aksa,59.0,False,page001,03-10-2025,14:46:08
brasno,Palenta DR.OETKER 60g,https://cenoteka.rs/p/palenta-droetker-60g/,-10%,dis,63.36,False,page001,03-10-2025,14:46:08
brasno,Palenta DR.OETKER 60g,https://cenoteka.rs/p/palenta-droetker-60g/,-10%,idea,63.36,False,page001,03-10-2025,14:46:08
brasno,Brašno DANUBIUS T-500 1kg,https://cenoteka.rs/p/brasno-danubius-t-500-1kg/,-8%,univerexport,71.99,True,page001,03-10-2025,14:46:08
brasno,Brašno DANUBIUS T-500 1kg,https://cenoteka.rs/p/brasno-danubius-t-500-1kg/,-8%,ananas,74.0,False,page001,03-10-2025,14:46:08
brasno,Brašno DANUBIUS T-500 1kg,https://cenoteka.rs/p/brasno-danubius-t-500-1kg/,-8%,dis,77.99,False,page001,03-10-2025,14:46:08
brasno,Brašno DANUBIUS T-500 1kg,https://cenoteka.rs/p/brasno-danubius-t-500-1kg/,-8%,tempo,78.65,False,page001,03-10-2025,14:46:08
brasno,Brašno DANUBIUS T-500 1kg,https://cenoteka.rs/p/brasno-danubius-t-500-1kg/,-8%,idea,78.65,False,page001,03-10-2025,14:46:08
brasno,Brašno DANUBIUS T-500 1kg,https://cenoteka.rs/p/brasno-danubius-t-500-1kg/,-8%,roda,78.65,False,page001,03-10-2025,14:46:08
brasno,Brašno DANUBIUS za ražani hleb 900g,https://cenoteka.rs/p/brasno-danubius-za-razani-hleb-900g/,-27%,idea,79.99,True,page001,03-10-2025,14:46:08
brasno,Brašno DANUBIUS za ražani hleb 900g,https://cenoteka.rs/p/brasno-danubius-za-razani-hleb-900g/,-27%,roda,79.99,True,page001,03-10-2025,14:46:08
brasno,Brašno DANUBIUS za ražani hleb 900g,https://cenoteka.rs/p/brasno-danubius-za-razani-hleb-900g/,-27%,dis,82.57,False,page001,03-10-2025,14:46:08
brasno,Brašno DANUBIUS za ražani hleb 900g,https://cenoteka.rs/p/brasno-danubius-za-razani-hleb-900g/,-27%,univerexport,82.99,False,page001,03-10-2025,14:46:08
brasno,Brašno DANUBIUS za ražani hleb 900g,https://cenoteka.rs/p/brasno-danubius-za-razani-hleb-900g/,-27%,tempo,88.49,False,page001,03-10-2025,14:46:08
brasno,Brašno DANUBIUS za ražani hleb 900g,https://cenoteka.rs/p/brasno-danubius-za-razani-hleb-900g/,-27%,maxi,88.49,False,page001,03-10-2025,14:46:08
brasno,Brašno DANUBIUS oštro T-400 1kg,https://cenoteka.rs/p/brasno-danubius-ostro-t-400-1kg/,-5%,tempo,91.99,True,page001,03-10-2025,14:46:08
brasno,Brašno DANUBIUS oštro T-400 1kg,https://cenoteka.rs/p/brasno-danubius-ostro-t-400-1kg/,-5%,maxi,91.99,True,page001,03-10-2025,14:46:08
brasno,Brašno DANUBIUS oštro T-400 1kg,https://cenoteka.rs/p/brasno-danubius-ostro-t-400-1kg/,-5%,ananas,92.0,False,page001,03-10-2025,14:46:08
brasno,Brašno DANUBIUS oštro T-400 1kg,https://cenoteka.rs/p/brasno-danubius-ostro-t-400-1kg/,-5%,dis,92.98,False,page001,03-10-2025,14:46:08
brasno,Brašno DANUBIUS oštro T-400 1kg,https://cenoteka.rs/p/brasno-danubius-ostro-t-400-1kg/,-5%,idea,96.63,False,page001,03-10-2025,14:46:08
brasno,Brašno DANUBIUS oštro T-400 1kg,https://cenoteka.rs/p/brasno-danubius-ostro-t-400-1kg/,-5%,roda,96.63,False,page001,03-10-2025,14:46:08
brasno,Palenta DR.OETKER 500g,https://cenoteka.rs/p/palenta-droetker-500g/,-21%,idea,109.99,True,page001,03-10-2025,14:46:08
brasno,Palenta DR.OETKER 500g,https://cenoteka.rs/p/palenta-droetker-500g/,-21%,roda,109.99,True,page001,03-10-2025,14:46:08
brasno,Palenta DR.OETKER 500g,https://cenoteka.rs/p/palenta-droetker-500g/,-21%,tempo,115.99,False,page001,03-10-2025,14:46:08
brasno,Palenta DR.OETKER 500g,https://cenoteka.rs/p/palenta-droetker-500g/,-21%,maxi,116.49,False,page001,03-10-2025,14:46:08
brasno,Palenta DR.OETKER 500g,https://cenoteka.rs/p/palenta-droetker-500g/,-21%,univerexport,124.99,False,page001,03-10-2025,14:46:08
brasno,Palenta DR.OETKER 500g,https://cenoteka.rs/p/palenta-droetker-500g/,-21%,dis,126.72,False,page001,03-10-2025,14:46:08
brasno,Instant palenta sa sirom DR.OETKER 55g,https://cenoteka.rs/p/instant-palenta-sa-sirom-droetker-55g/,-23%,aksa,59.0,True,page001,03-10-2025,14:46:08
brasno,Instant palenta sa sirom DR.OETKER 55g,https://cenoteka.rs/p/instant-palenta-sa-sirom-droetker-55g/,-23%,univerexport,68.99,False,page001,03-10-2025,14:46:08
brasno,Instant palenta sa sirom DR.OETKER 55g,https://cenoteka.rs/p/instant-palenta-sa-sirom-droetker-55g/,-23%,tempo,69.99,False,page001,03-10-2025,14:46:08
brasno,Instant palenta sa sirom DR.OETKER 55g,https://cenoteka.rs/p/instant-palenta-sa-sirom-droetker-55g/,-23%,maxi,69.99,False,page001,03-10-2025,14:46:08
brasno,Instant palenta sa sirom DR.OETKER 55g,https://cenoteka.rs/p/instant-palenta-sa-sirom-droetker-55g/,-23%,dis,76.56,False,page001,03-10-2025,14:46:08
brasno,Instant palenta sa sirom DR.OETKER 55g,https://cenoteka.rs/p/instant-palenta-sa-sirom-droetker-55g/,-23%,idea,76.56,False,page001,03-10-2025,14:46:08
brasno,Brašno DANUBIUS za pizzu 1kg,https://cenoteka.rs/p/brasno-danubius-za-pizzu-1kg/,-13%,ananas,109.0,True,page001,03-10-2025,14:46:08
brasno,Brašno DANUBIUS za pizzu 1kg,https://cenoteka.rs/p/brasno-danubius-za-pizzu-1kg/,-13%,tempo,119.49,False,page001,03-10-2025,14:46:08
brasno,Brašno DANUBIUS za pizzu 1kg,https://cenoteka.rs/p/brasno-danubius-za-pizzu-1kg/,-13%,maxi,119.49,False,page001,03-10-2025,14:46:08
brasno,Brašno DANUBIUS za pizzu 1kg,https://cenoteka.rs/p/brasno-danubius-za-pizzu-1kg/,-13%,dis,123.0,False,page001,03-10-2025,14:46:08
brasno,Brašno DANUBIUS za pizzu 1kg,https://cenoteka.rs/p/brasno-danubius-za-pizzu-1kg/,-13%,idea,124.61,False,page001,03-10-2025,14:46:08
brasno,Brašno DANUBIUS za pizzu 1kg,https://cenoteka.rs/p/brasno-danubius-za-pizzu-1kg/,-13%,roda,124.61,False,page001,03-10-2025,14:46:08
brasno,Brašno DANUBIUS heljdin mešani hleb 1kg,https://cenoteka.rs/p/brasno-danubius-heljdin-mesani-hleb-1kg/,-23%,maxi,230.49,True,page001,03-10-2025,14:46:08
brasno,Brašno DANUBIUS heljdin mešani hleb 1kg,https://cenoteka.rs/p/brasno-danubius-heljdin-mesani-hleb-1kg/,-23%,tempo,240.49,False,page001,03-10-2025,14:46:08
brasno,Brašno DANUBIUS heljdin mešani hleb 1kg,https://cenoteka.rs/p/brasno-danubius-heljdin-mesani-hleb-1kg/,-23%,idea,250.67,False,page001,03-10-2025,14:46:08
brasno,Brašno DANUBIUS heljdin mešani hleb 1kg,https://cenoteka.rs/p/brasno-danubius-heljdin-mesani-hleb-1kg/,-23%,roda,250.67,False,page001,03-10-2025,14:46:08
brasno,Brašno DANUBIUS heljdin mešani hleb 1kg,https://cenoteka.rs/p/brasno-danubius-heljdin-mesani-hleb-1kg/,-23%,univerexport,252.99,False,page001,03-10-2025,14:46:08
brasno,Brašno DANUBIUS heljdin mešani hleb 1kg,https://cenoteka.rs/p/brasno-danubius-heljdin-mesani-hleb-1kg/,-23%,ananas,299.0,False,page001,03-10-2025,14:46:08
brasno,Proja DR.OETKER 350g,https://cenoteka.rs/p/proja-droetker-350g/,-24%,dis,217.8,True,page001,03-10-2025,14:46:08
brasno,Proja DR.OETKER 350g,https://cenoteka.rs/p/proja-droetker-350g/,-24%,univerexport,248.99,False,page001,03-10-2025,14:46:08
brasno,Proja DR.OETKER 350g,https://cenoteka.rs/p/proja-droetker-350g/,-24%,roda,269.99,False,page001,03-10-2025,14:46:08
brasno,Proja DR.OETKER 350g,https://cenoteka.rs/p/proja-droetker-350g/,-24%,tempo,284.99,False,page001,03-10-2025,14:46:08
brasno,Proja DR.OETKER 350g,https://cenoteka.rs/p/proja-droetker-350g/,-24%,idea,284.99,False,page001,03-10-2025,14:46:08
brasno,Proja DR.OETKER 350g,https://cenoteka.rs/p/proja-droetker-350g/,-24%,maxi,284.99,False,page001,03-10-2025,14:46:08
brasno,Brašno DANUBIUS za integralni hleb 900g,https://cenoteka.rs/p/brasno-danubius-za-integralni-hleb-900g/,-11%,univerexport,69.99,True,page001,03-10-2025,14:46:08
brasno,Brašno DANUBIUS za integralni hleb 900g,https://cenoteka.rs/p/brasno-danubius-za-integralni-hleb-900g/,-11%,dis,70.49,False,page001,03-10-2025,14:46:08
brasno,Brašno DANUBIUS za integralni hleb 900g,https://cenoteka.rs/p/brasno-danubius-za-integralni-hleb-900g/,-11%,tempo,75.49,False,page001,03-10-2025,14:46:08
brasno,Brašno DANUBIUS za integralni hleb 900g,https://cenoteka.rs/p/brasno-danubius-za-integralni-hleb-900g/,-11%,maxi,75.49,False,page001,03-10-2025,14:46:08
brasno,Brašno DANUBIUS za integralni hleb 900g,https://cenoteka.rs/p/brasno-danubius-za-integralni-hleb-900g/,-11%,idea,78.66,False,page001,03-10-2025,14:46:08
brasno,Brašno DANUBIUS za integralni hleb 900g,https://cenoteka.rs/p/brasno-danubius-za-integralni-hleb-900g/,-11%,roda,78.66,False,page001,03-10-2025,14:46:08
brasno,Griz C pšenični dečiji 200g,https://cenoteka.rs/p/griz-c-psenicni-deciji-200g/,-11%,tempo,72.99,True,page001,03-10-2025,14:46:08
brasno,Griz C pšenični dečiji 200g,https://cenoteka.rs/p/griz-c-psenicni-deciji-200g/,-11%,maxi,72.99,True,page001,03-10-2025,14:46:08
brasno,Griz C pšenični dečiji 200g,https://cenoteka.rs/p/griz-c-psenicni-deciji-200g/,-11%,dis,81.84,False,page001,03-10-2025,14:46:08
brasno,Griz C pšenični dečiji 200g,https://cenoteka.rs/p/griz-c-psenicni-deciji-200g/,-11%,idea,81.84,False,page001,03-10-2025,14:46:08
brasno,Griz C pšenični dečiji 200g,https://cenoteka.rs/p/griz-c-psenicni-deciji-200g/,-11%,roda,81.84,False,page001,03-10-2025,14:46:08
brasno,Griz C pšenični dečiji 200g,https://cenoteka.rs/p/griz-c-psenicni-deciji-200g/,-11%,univerexport,81.99,False,page001,03-10-2025,14:46:08
brasno,Integralno brašno VEGA speltino 500g,https://cenoteka.rs/p/integralno-brasno-vega-speltino-500g/,-13%,maxi,131.99,True,page001,03-10-2025,14:46:08
brasno,Integralno brašno VEGA speltino 500g,https://cenoteka.rs/p/integralno-brasno-vega-speltino-500g/,-13%,tempo,131.99,True,page001,03-10-2025,14:46:08
brasno,Integralno brašno VEGA speltino 500g,https://cenoteka.rs/p/integralno-brasno-vega-speltino-500g/,-13%,dis,140.25,False,page001,03-10-2025,14:46:08
brasno,Integralno brašno VEGA speltino 500g,https://cenoteka.rs/p/integralno-brasno-vega-speltino-500g/,-13%,idea,148.5,False,page001,03-10-2025,14:46:08
brasno,Integralno brašno VEGA speltino 500g,https://cenoteka.rs/p/integralno-brasno-vega-speltino-500g/,-13%,roda,148.5,False,page001,03-10-2025,14:46:08
brasno,Integralno brašno VEGA speltino 500g,https://cenoteka.rs/p/integralno-brasno-vega-speltino-500g/,-13%,univerexport,151.99,False,page001,03-10-2025,14:46:08
brasno,Palenta CORN 500g,https://cenoteka.rs/p/palenta-corn-500g/,-20%,univerexport,134.99,True,page001,03-10-2025,14:46:08
brasno,Palenta CORN 500g,https://cenoteka.rs/p/palenta-corn-500g/,-20%,dis,149.99,False,page001,03-10-2025,14:46:08
brasno,Palenta CORN 500g,https://cenoteka.rs/p/palenta-corn-500g/,-20%,tempo,153.49,False,page001,03-10-2025,14:46:08
brasno,Palenta CORN 500g,https://cenoteka.rs/p/palenta-corn-500g/,-20%,maxi,153.49,False,page001,03-10-2025,14:46:08
brasno,Palenta CORN 500g,https://cenoteka.rs/p/palenta-corn-500g/,-20%,roda,164.99,False,page001,03-10-2025,14:46:08
brasno,Palenta CORN 500g,https://cenoteka.rs/p/palenta-corn-500g/,-20%,idea,168.75,False,page001,03-10-2025,14:46:08
brasno,Brašno DANUBIUS meko T-400 5kg,https://cenoteka.rs/p/brasno-danubius-meko-t-400-5kg/,-24%,dis,305.96,True,page002,03-10-2025,14:46:08
brasno,Brašno DANUBIUS meko T-400 5kg,https://cenoteka.rs/p/brasno-danubius-meko-t-400-5kg/,-24%,ananas,339.0,False,page002,03-10-2025,14:46:08
brasno,Brašno DANUBIUS meko T-400 5kg,https://cenoteka.rs/p/brasno-danubius-meko-t-400-5kg/,-24%,maxi,386.99,False,page002,03-10-2025,14:46:08
brasno,Brašno DANUBIUS meko T-400 5kg,https://cenoteka.rs/p/brasno-danubius-meko-t-400-5kg/,-24%,tempo,386.99,False,page002,03-10-2025,14:46:08
brasno,Brašno DANUBIUS meko T-400 5kg,https://cenoteka.rs/p/brasno-danubius-meko-t-400-5kg/,-24%,roda,392.99,False,page002,03-10-2025,14:46:08
brasno,Brašno DANUBIUS meko T-400 5kg,https://cenoteka.rs/p/brasno-danubius-meko-t-400-5kg/,-24%,univerexport,399.99,False,page002,03-10-2025,14:46:08
brasno,Speltino brašno DANUBIUS 1kg,https://cenoteka.rs/p/speltino-brasno-danubius-1kg/,-16%,tempo,345.49,True,page002,03-10-2025,14:46:08
brasno,Speltino brašno DANUBIUS 1kg,https://cenoteka.rs/p/speltino-brasno-danubius-1kg/,-16%,maxi,345.49,True,page002,03-10-2025,14:46:08
brasno,Speltino brašno DANUBIUS 1kg,https://cenoteka.rs/p/speltino-brasno-danubius-1kg/,-16%,dis,355.25,False,page002,03-10-2025,14:46:08
brasno,Speltino brašno DANUBIUS 1kg,https://cenoteka.rs/p/speltino-brasno-danubius-1kg/,-16%,idea,359.97,False,page002,03-10-2025,14:46:08
brasno,Speltino brašno DANUBIUS 1kg,https://cenoteka.rs/p/speltino-brasno-danubius-1kg/,-16%,roda,359.97,False,page002,03-10-2025,14:46:08
brasno,Speltino brašno DANUBIUS 1kg,https://cenoteka.rs/p/speltino-brasno-danubius-1kg/,-16%,ananas,409.0,False,page002,03-10-2025,14:46:08
brasno,Integralno brašno VEGA ovseno 500g,https://cenoteka.rs/p/integralno-brasno-vega-ovseno-500g/,-11%,maxi,104.99,True,page002,03-10-2025,14:46:08
brasno,Integralno brašno VEGA ovseno 500g,https://cenoteka.rs/p/integralno-brasno-vega-ovseno-500g/,-11%,tempo,104.99,True,page002,03-10-2025,14:46:08
brasno,Integralno brašno VEGA ovseno 500g,https://cenoteka.rs/p/integralno-brasno-vega-ovseno-500g/,-11%,univerexport,110.99,False,page002,03-10-2025,14:46:08
brasno,Integralno brašno VEGA ovseno 500g,https://cenoteka.rs/p/integralno-brasno-vega-ovseno-500g/,-11%,dis,111.03,False,page002,03-10-2025,14:46:08
brasno,Integralno brašno VEGA ovseno 500g,https://cenoteka.rs/p/integralno-brasno-vega-ovseno-500g/,-11%,idea,117.56,False,page002,03-10-2025,14:46:08
brasno,Integralno brašno VEGA ovseno 500g,https://cenoteka.rs/p/integralno-brasno-vega-ovseno-500g/,-11%,roda,117.56,False,page002,03-10-2025,14:46:08
brasno,Brašno SENTELLA glatko T-400 1kg,https://cenoteka.rs/p/brasno-sentella-glatko-t-400-1kg/,-29%,dis,59.99,True,page002,03-10-2025,14:46:08
brasno,Brašno SENTELLA glatko T-400 1kg,https://cenoteka.rs/p/brasno-sentella-glatko-t-400-1kg/,-29%,tempo,70.49,False,page002,03-10-2025,14:46:08
brasno,Brašno SENTELLA glatko T-400 1kg,https://cenoteka.rs/p/brasno-sentella-glatko-t-400-1kg/,-29%,maxi,70.49,False,page002,03-10-2025,14:46:08
brasno,Brašno SENTELLA glatko T-400 1kg,https://cenoteka.rs/p/brasno-sentella-glatko-t-400-1kg/,-29%,univerexport,73.99,False,page002,03-10-2025,14:46:08
brasno,Brašno SENTELLA glatko T-400 1kg,https://cenoteka.rs/p/brasno-sentella-glatko-t-400-1kg/,-29%,idea,84.7,False,page002,03-10-2025,14:46:08
brasno,Brašno SENTELLA glatko T-400 1kg,https://cenoteka.rs/p/brasno-sentella-glatko-t-400-1kg/,-29%,roda,84.7,False,page002,03-10-2025,14:46:08
brasno,Griz STARI MLINAR kukuruzni 500g,https://cenoteka.rs/p/griz-stari-mlinar-kukuruzni-500g/,-11%,idea,95.55,True,page002,03-10-2025,14:46:08
brasno,Griz STARI MLINAR kukuruzni 500g,https://cenoteka.rs/p/griz-stari-mlinar-kukuruzni-500g/,-11%,roda,95.55,True,page002,03-10-2025,14:46:08
brasno,Griz STARI MLINAR kukuruzni 500g,https://cenoteka.rs/p/griz-stari-mlinar-kukuruzni-500g/,-11%,tempo,101.49,False,page002,03-10-2025,14:46:08
brasno,Griz STARI MLINAR kukuruzni 500g,https://cenoteka.rs/p/griz-stari-mlinar-kukuruzni-500g/,-11%,maxi,101.49,False,page002,03-10-2025,14:46:08
brasno,Griz STARI MLINAR kukuruzni 500g,https://cenoteka.rs/p/griz-stari-mlinar-kukuruzni-500g/,-11%,univerexport,106.99,False,page002,03-10-2025,14:46:08
brasno,Kukuruzno brašno CORN 500g,https://cenoteka.rs/p/kukuruzno-brasno-corn-500g/,-19%,univerexport,79.99,True,page002,03-10-2025,14:46:08
brasno,Kukuruzno brašno CORN 500g,https://cenoteka.rs/p/kukuruzno-brasno-corn-500g/,-19%,tempo,89.99,False,page002,03-10-2025,14:46:08
brasno,Kukuruzno brašno CORN 500g,https://cenoteka.rs/p/kukuruzno-brasno-corn-500g/,-19%,maxi,89.99,False,page002,03-10-2025,14:46:08
brasno,Kukuruzno brašno CORN 500g,https://cenoteka.rs/p/kukuruzno-brasno-corn-500g/,-19%,idea,99.0,False,page002,03-10-2025,14:46:08
brasno,Kukuruzno brašno CORN 500g,https://cenoteka.rs/p/kukuruzno-brasno-corn-500g/,-19%,roda,99.0,False,page002,03-10-2025,14:46:08
brasno,Palenta ABC 500g,https://cenoteka.rs/p/palenta-abc-500g/,-16%,idea,97.99,True,page002,03-10-2025,14:46:08
brasno,Palenta ABC 500g,https://cenoteka.rs/p/palenta-abc-500g/,-16%,roda,97.99,True,page002,03-10-2025,14:46:08
brasno,Palenta ABC 500g,https://cenoteka.rs/p/palenta-abc-500g/,-16%,maxi,109.49,False,page002,03-10-2025,14:46:08
brasno,Palenta ABC 500g,https://cenoteka.rs/p/palenta-abc-500g/,-16%,tempo,114.49,False,page002,03-10-2025,14:46:08
brasno,Palenta ABC 500g,https://cenoteka.rs/p/palenta-abc-500g/,-16%,univerexport,115.99,False,page002,03-10-2025,14:46:08
brasno,Brašno SENTELLA T-500 1kg,https://cenoteka.rs/p/brasno-sentella-t-500-1kg/,-31%,dis,54.99,True,page002,03-10-2025,14:46:08
brasno,Brašno SENTELLA T-500 1kg,https://cenoteka.rs/p/brasno-sentella-t-500-1kg/,-31%,maxi,74.99,False,page002,03-10-2025,14:46:08
brasno,Brašno SENTELLA T-500 1kg,https://cenoteka.rs/p/brasno-sentella-t-500-1kg/,-31%,tempo,77.99,False,page002,03-10-2025,14:46:08
brasno,Brašno SENTELLA T-500 1kg,https://cenoteka.rs/p/brasno-sentella-t-500-1kg/,-31%,roda,78.65,False,page002,03-10-2025,14:46:08
brasno,Brašno SENTELLA T-500 1kg,https://cenoteka.rs/p/brasno-sentella-t-500-1kg/,-31%,univerexport,79.99,False,page002,03-10-2025,14:46:08
brasno,Kukuruzno brašno STARI MLINAR 500g,https://cenoteka.rs/p/kukuruzno-brasno-stari-mlinar-500g/,-11%,idea,80.85,True,page002,03-10-2025,14:46:08
brasno,Kukuruzno brašno STARI MLINAR 500g,https://cenoteka.rs/p/kukuruzno-brasno-stari-mlinar-500g/,-11%,roda,80.85,True,page002,03-10-2025,14:46:08
brasno,Kukuruzno brašno STARI MLINAR 500g,https://cenoteka.rs/p/kukuruzno-brasno-stari-mlinar-500g/,-11%,tempo,85.49,False,page002,03-10-2025,14:46:08
brasno,Kukuruzno brašno STARI MLINAR 500g,https://cenoteka.rs/p/kukuruzno-brasno-stari-mlinar-500g/,-11%,maxi,85.49,False,page002,03-10-2025,14:46:08
brasno,Kukuruzno brašno STARI MLINAR 500g,https://cenoteka.rs/p/kukuruzno-brasno-stari-mlinar-500g/,-11%,univerexport,90.99,False,page002,03-10-2025,14:46:08
brasno,Instant palenta goveđa pršuta DR.OETKER 55g,https://cenoteka.rs/p/instant-palenta-govedja-prsuta-droetker-55g/,-10%,univerexport,83.99,True,page002,03-10-2025,14:46:08
brasno,Instant palenta goveđa pršuta DR.OETKER 55g,https://cenoteka.rs/p/instant-palenta-govedja-prsuta-droetker-55g/,-10%,tempo,85.99,False,page002,03-10-2025,14:46:08
brasno,Instant palenta goveđa pršuta DR.OETKER 55g,https://cenoteka.rs/p/instant-palenta-govedja-prsuta-droetker-55g/,-10%,idea,93.72,False,page002,03-10-2025,14:46:08
brasno,Instant palenta goveđa pršuta DR.OETKER 55g,https://cenoteka.rs/p/instant-palenta-govedja-prsuta-droetker-55g/,-10%,roda,93.72,False,page002,03-10-2025,14:46:08
brasno,Instant palenta goveđa pršuta DR.OETKER 55g,https://cenoteka.rs/p/instant-palenta-govedja-prsuta-droetker-55g/,-10%,dis,93.72,False,page002,03-10-2025,14:46:08
brasno,Kukuruzno integralno brašno VEGA 1kg,https://cenoteka.rs/p/kukuruzno-integralno-brasno-vega-1kg/,-21%,maxi,139.99,True,page002,03-10-2025,14:46:08
brasno,Kukuruzno integralno brašno VEGA 1kg,https://cenoteka.rs/p/kukuruzno-integralno-brasno-vega-1kg/,-21%,tempo,139.99,True,page002,03-10-2025,14:46:08
brasno,Kukuruzno integralno brašno VEGA 1kg,https://cenoteka.rs/p/kukuruzno-integralno-brasno-vega-1kg/,-21%,dis,159.99,False,page002,03-10-2025,14:46:08
brasno,Kukuruzno integralno brašno VEGA 1kg,https://cenoteka.rs/p/kukuruzno-integralno-brasno-vega-1kg/,-21%,univerexport,169.99,False,page002,03-10-2025,14:46:08
brasno,Kukuruzno integralno brašno VEGA 1kg,https://cenoteka.rs/p/kukuruzno-integralno-brasno-vega-1kg/,-21%,roda,176.96,False,page002,03-10-2025,14:46:08
brasno,Integralno brašno VEGA pšenično 1kg,https://cenoteka.rs/p/integralno-brasno-vega-psenicno-1kg/,-12%,univerexport,92.99,True,page002,03-10-2025,14:46:08
brasno,Integralno brašno VEGA pšenično 1kg,https://cenoteka.rs/p/integralno-brasno-vega-psenicno-1kg/,-12%,maxi,93.99,False,page002,03-10-2025,14:46:08
brasno,Integralno brašno VEGA pšenično 1kg,https://cenoteka.rs/p/integralno-brasno-vega-psenicno-1kg/,-12%,tempo,93.99,False,page002,03-10-2025,14:46:08
brasno,Integralno brašno VEGA pšenično 1kg,https://cenoteka.rs/p/integralno-brasno-vega-psenicno-1kg/,-12%,dis,99.99,False,page002,03-10-2025,14:46:08
brasno,Integralno brašno VEGA pšenično 1kg,https://cenoteka.rs/p/integralno-brasno-vega-psenicno-1kg/,-12%,roda,105.18,False,page002,03-10-2025,14:46:08
brasno,Instant palenta sa sirom FUN&FIT 55g,https://cenoteka.rs/p/instant-palenta-sa-sirom-funandfit-55g/,-19%,tempo,63.99,True,page002,03-10-2025,14:46:08
brasno,Instant palenta sa sirom FUN&FIT 55g,https://cenoteka.rs/p/instant-palenta-sa-sirom-funandfit-55g/,-19%,idea,64.71,False,page002,03-10-2025,14:46:08
brasno,Instant palenta sa sirom FUN&FIT 55g,https://cenoteka.rs/p/instant-palenta-sa-sirom-funandfit-55g/,-19%,roda,64.71,False,page002,03-10-2025,14:46:08
