,date,time,longitude,latitude,attack_type,location_description,country,eez_country,shore_distance,shore_longitude,shore_latitude,attack_description,vessel_name,vessel_type,vessel_status,data_source,region,country_name
74,1993-07-06,,115.7,20.0333333,,Hong Kong - Luzon - Hainan,CHN,TWN,265.89124541490787,114.30250084700003,22.04486725500004,,Mv Khudozhnik,,,mappingpiracy,East Asia & Pacific,China
75,1993-07-07,,99.4333,4.1833333,,Straits of Malacca-Indonesia,IDN,IDN,75.01162277392095,99.07391004800007,3.608994286000041,,Mv Faarabi,,,mappingpiracy,East Asia & Pacific,Indonesia
76,1993-07-07,,124.1333,35.3166667,,East China Sea,KOR,KOR,135.7884716696468,125.405609571,34.68256256700005,,Mv Valeriy Volkov,,,mappingpiracy,East Asia & Pacific,"Korea, Rep."
77,1993-07-08,,124.1667,35.3333333,,East China Sea,KOR,KOR,134.16238929420538,125.41285241000004,34.69196198100008,,Mv Evgenity Zuluz,,,mappingpiracy,East Asia & Pacific,"Korea, Rep."
78,1993-07-14,,115.2167,22.3,,Hong Kong - Luzon - Hainan,CHN,CHN,42.12889506542827,114.91911854600004,22.56115516400007,,Mv Ivan Skuridin,,,mappingpiracy,East Asia & Pacific,China
79,1993-07-15,,115.15,22.4,,Hong Kong - Luzon - Hainan,CHN,CHN,29.71560230664439,114.91911854600004,22.56115516400007,,Mv Ko Mal San,,,mappingpiracy,East Asia & Pacific,China
80,1993-08-13,,115.1,22.1333333,,Hong Kong - Luzon - Hainan,CHN,CHN,50.451970509558194,114.8959664250001,22.547524404000058,,Mv Hermes Hope,,,mappingpiracy,East Asia & Pacific,China
81,1993-08-20,,112.7467,-7.1885,,"Berlian barat, Surabaya, Indonesia",IDN,IDN,1.852101831449348,112.74512780000008,-7.205173434999949,,Mt Kitsa,,,mappingpiracy,East Asia & Pacific,Indonesia
82,1993-08-28,,115.4533,19.5783333,,Hong Kong - Luzon - Hainan,CHN,TWN,298.1979648960454,114.30250084700003,22.04486725500004,,Mv A.J. 1,,,mappingpiracy,East Asia & Pacific,China
83,1993-09-02,,98.6767,3.7766667,,"Berth 105, Belawan Port, Indonesia",IDN,IDN,4.815190418867126,98.71062259200004,3.80377838700008,,Mv Gold Future,,,mappingpiracy,East Asia & Pacific,Indonesia
84,1993-09-09,,13.965,-5.915,,Angola,COD,AGO,86.69204428428031,13.184336785000085,-5.856215101999908,,Mv Tilly,,,mappingpiracy,Sub-Saharan Africa,"Congo, Dem. Rep."
85,1993-09-11,,105.0,1.0,,Indonesia,IDN,IDN,16.537216062949188,104.85230553500004,0.9837100280000756,,Mv Kota Intan,,,mappingpiracy,East Asia & Pacific,Indonesia
86,1993-09-21,,120.1667,17.7166667,,Hong Kong - Luzon - Hainan,PHL,PHL,20.23933907561928,120.35320071700004,17.678127346000053,,Mv Inger Riis,,,mappingpiracy,East Asia & Pacific,Philippines
87,1993-09-27,,98.6767,3.7766667,,"Berth 108-109, Belawan Port, Indonesia",IDN,IDN,4.815190418867126,98.71062259200004,3.80377838700008,,Mv Macknight,,,mappingpiracy,East Asia & Pacific,Indonesia
88,1993-09-29,,-46.33,-24.1483333,,"Outer Road, Santos, Brazil",BRA,BRA,14.297871528052504,-46.38630123599995,-24.030043226999908,,Mv Sao Paulo,,,mappingpiracy,Latin America & Caribbean,Brazil
89,1993-10-08,,-46.33,-24.1483333,,"Outer Road, Santos, Brazil",BRA,BRA,14.297871528052504,-46.38630123599995,-24.030043226999908,,Mv Betelgeuse,,,mappingpiracy,Latin America & Caribbean,Brazil
90,1993-10-17,,120.2867,18.28,,Hong Kong - Luzon - Hainan,PHL,PHL,25.42184835095267,120.51807701900007,18.217718817000048,,Mt BP Admiral,,,mappingpiracy,East Asia & Pacific,Philippines
91,1993-10-19,,115.8667,-9.1666667,,Indonesia,IDN,IDN,32.97812517265998,116.00953209700003,-8.904473565999922,,Gullhaar,,,mappingpiracy,East Asia & Pacific,Indonesia
92,1993-10-22,,106.6667,8.2833333,,Kampuchea,VNM,VNM,41.48872685365578,106.59929446700004,8.652411200000074,,Mv Nordsino,,,mappingpiracy,East Asia & Pacific,Vietnam
93,1993-10-26,,-58.17,6.8216667,,"Georgetown, Guyana",GUY,GUY,0.6368436730517247,-58.165679490999935,6.817857164000088,,Mv Cottica,,,mappingpiracy,Latin America & Caribbean,Guyana
94,1993-10-28,,98.5833,-4.7333333,,Indonesia,IDN,IDN,256.5771124189956,100.33692467500003,-3.222588799999926,,Mv Impala,,,mappingpiracy,East Asia & Pacific,Indonesia
95,1993-11-02,,90.8333,22.0833,,"Off Brul Reach, Gange River, India",BGD,BGD,6.097698599990736,90.77475019600008,22.07591380400004,,LPG/C Polar Endurance,,,mappingpiracy,South Asia,Bangladesh
96,1993-11-05,,118.3667,19.8666667,,Hong Kong - Luzon - Hainan,PHL,TWN,276.6421382030041,120.57016035200002,18.50177643400008,,Mv Kayax,,,mappingpiracy,East Asia & Pacific,Philippines
97,1993-11-12,,79.6487,6.9499,,"12NM off Colombo Port, Sri Lanka",LKA,LKA,22.08245375739589,79.84815514400003,6.962144273000092,,Mv Lanka Asitha,,,mappingpiracy,South Asia,Sri Lanka
98,1993-12-04,,120.1833,17.95,,Hong Kong - Luzon - Hainan,PHL,PHL,26.17542983159808,120.42530358200008,17.902411200000074,,Mv Alam Teladan,,,mappingpiracy,East Asia & Pacific,Philippines
99,1993-12-06,,89.3333,1.8333333,,Indian Ocean,IDN,,715.2368128715636,95.69263756600004,2.7920596370000794,,Mv Usguaua,,,mappingpiracy,East Asia & Pacific,Indonesia
100,1993-12-09,,98.6767,3.7766667,,"Belawan Port, Indonesia",IDN,IDN,4.815190418867126,98.71062259200004,3.80377838700008,,Mv Sea Laurel,,,mappingpiracy,East Asia & Pacific,Indonesia
101,1994-01-02,,116.1,22.0166667,Attempted,South China Sea,CHN,CHN,85.61923804711716,115.82595611500004,22.746643521000067,,Francesia,,,mappingpiracy,East Asia & Pacific,China
102,1994-01-05,,112.0333,13.6333333,Hijacked,South China Sea,VNM,VNM,253.5601657978744,111.19654381600004,15.77537669500009,,Jui Ho,,,mappingpiracy,East Asia & Pacific,Vietnam
103,1994-01-09,,103.4,1.1833333,Attempted,STM-INDO,IDN,IDN,5.975183862653206,103.38982181100005,1.1302757830000587,,Joyama Maru,,,mappingpiracy,East Asia & Pacific,Indonesia
104,1994-01-09,,103.4833,1.3,Boarded,Indonesia,MYS,MYS,2.5660371001747166,103.50407962300004,1.289943752000056,,Gyoko Maru,,,mappingpiracy,East Asia & Pacific,Malaysia
105,1994-01-09,,103.45,1.1666667,Boarded,STM-INDO,IDN,IDN,7.813492155606041,103.38982181100005,1.1302757830000587,,Hellespont P,,,mappingpiracy,East Asia & Pacific,Indonesia
106,1994-01-10,,118.1167,18.5666667,Boarded,HLH Area,PHL,PHL,254.27419244965816,120.470062696,18.091009833000044,,Peder Most,,,mappingpiracy,East Asia & Pacific,Philippines
107,1994-01-11,,91.8267,22.2383333,Attempted,"Chittagong B, Bangladesh",BGD,BGD,0.831337699517829,91.83472741000004,22.237616278000075,,Moon Bird,,,mappingpiracy,South Asia,Bangladesh
108,1994-01-12,,104.0833,1.2333333,Boarded,Singapore Straits,IDN,IDN,5.09846469072393,104.09058678500004,1.1878115910000702,,Bophuthatbwana,,,mappingpiracy,East Asia & Pacific,Indonesia
109,1994-01-16,,123.9,28.5666667,Boarded,East China Sea,CHN,CHN,198.55810733845976,121.958343946,29.10187409100007,,Lucie Schulte,,,mappingpiracy,East Asia & Pacific,China
110,1994-01-16,,107.0833,10.3,Boarded,Vietnam,VNM,VNM,2.599546048704744,107.08716881600004,10.323187567000048,,Diyyinah,,,mappingpiracy,East Asia & Pacific,Vietnam
111,1994-01-22,,32.55,29.8166667,Boarded,"No.8 Suez Canal, Egypt",EGY,EGY,5.333366015066978,32.604502800000034,29.82416413000004,,Landka Asitha,,,mappingpiracy,Middle East & North Africa,"Egypt, Arab Rep."
112,1994-01-25,,103.3167,1.25,Boarded,STM-INDO,IDN,IDN,14.259153490452237,103.36646569100004,1.1311709660000702,,Aries Has,,,mappingpiracy,East Asia & Pacific,Indonesia
113,1994-01-25,,119.9667,17.6833333,Boarded,HLH Area,PHL,PHL,41.00942031825957,120.35320071700004,17.678127346000053,,Hans Oldendorff,,,mappingpiracy,East Asia & Pacific,Philippines
114,1994-01-26,,-76.7533,17.7366667,,"Off Kingston, Jamaica, Carribean",JAM,JAM,21.29551630257899,-76.61314856699994,17.87449778900009,,Victoria Faith,,,mappingpiracy,Latin America & Caribbean,Jamaica
115,1994-01-27,,122.9286,29.0791,,East China Sea,CHN,CHN,93.28014703911194,121.99146569100004,29.25731028900009,,Nanshin Maru,,,mappingpiracy,East Asia & Pacific,China
116,1994-01-27,,121.4,20.0,Hijacked,HLH Area,PHL,PHL,56.02019795775255,121.85084069100004,20.27342357000009,,Alicia Star,,,mappingpiracy,East Asia & Pacific,Philippines
117,1994-01-30,,110.7667,14.9,Boarded,HLH Area,VNM,VNM,107.2577829609345,111.19410241000004,15.77610911700009,,Kota Mulia,,,mappingpiracy,East Asia & Pacific,Vietnam
118,1994-02-10,,43.1667,11.6666667,Hijacked,Somalia,DJI,DJI,6.285266935207551,43.15186608200008,11.611761786000043,,MV Castor,,,mappingpiracy,Middle East & North Africa,Djibouti
119,1994-02-16,,112.0333,13.6333333,,HLH Area,VNM,VNM,253.5601657978744,111.19654381600004,15.77537669500009,,Vlaherna,,,mappingpiracy,East Asia & Pacific,Vietnam
120,1994-02-16,,121.5933,15.0133333,Boarded,"Manila Port, Philippines",PHL,PHL,4.431694785091737,121.56006920700008,14.98965078300006,,Nord Light,,,mappingpiracy,East Asia & Pacific,Philippines
121,1994-02-21,,112.9,12.2833333,Attempted,South China Sea,CHN,CHN,202.7920642345014,114.27222741000004,11.045843817000048,,Rita Del Mar,,,mappingpiracy,East Asia & Pacific,China
122,1994-02-27,,121.6433,22.9833333,Boarded,HLH Area,TWN,TWN,30.30157039998911,121.38160241000004,23.110663153000075,,Keumgang Glory,,,mappingpiracy,,
123,1994-03-08,,116.95,-1.3666667,Boarded,Indonesia,IDN,IDN,14.040816112378495,116.95769290500004,-1.2399227839999298,,Timur Endurance,,,mappingpiracy,East Asia & Pacific,Indonesia
124,1994-03-12,,106.3333,8.4666667,Attempted,Kampuchea,VNM,VNM,34.11642830055747,106.57837975400004,8.655462958000044,,Santa Esmeralda,,,mappingpiracy,East Asia & Pacific,Vietnam
125,1994-03-14,,-17.4247,14.676,Boarded,"Dakar Roads, Senegal",SEN,SEN,0.2610339343750795,-17.42682857999995,14.67487213700008,,Peder Most,,,mappingpiracy,Sub-Saharan Africa,Senegal
126,1994-03-15,,79.7583,6.945,Boarded,Sri Lanka,LKA,LKA,10.108937045723222,79.84815514400003,6.962144273000092,,California Zeus,,,mappingpiracy,South Asia,Sri Lanka
127,1994-03-20,,114.1945,22.555,Hijacked,"TCS No.2 Buoy, Hong Kong (Coded as Hong Kong Port)",CHN,CHN,2.773186400417122,114.20997155000008,22.534491278000075,,Tequila,,,mappingpiracy,East Asia & Pacific,China
128,1994-03-25,,116.1167,22.6166667,Attempted,East China Sea,CHN,CHN,23.270887597516232,116.09568990500009,22.82590045700005,,Khudozhnik N. Rer,,,mappingpiracy,East Asia & Pacific,China
129,1994-03-26,,121.6433,25.9833333,Attempted,East China Sea,TWN,TWN,77.79337613307156,121.53972415500004,25.28742096600007,,Nordsung,,,mappingpiracy,,
130,1994-03-26,,114.2667,22.1166667,Boarded,East China Sea,CHN,CHN,6.397482952351344,114.29859459700003,22.06712474200009,,Shun Ping,,,mappingpiracy,East Asia & Pacific,China
131,1994-04-19,,110.4717,13.3883333,Boarded,South China Sea,VNM,VNM,121.13588875299838,109.46501712300004,12.913316148000092,,Kota Indah,,,mappingpiracy,East Asia & Pacific,Vietnam
132,1994-04-23,,121.22,19.6041667,Attempted,Philippines,PHL,PHL,28.75848418011181,121.35084069100004,19.375921942000048,,Forum Wind,,,mappingpiracy,East Asia & Pacific,Philippines
133,1994-04-25,,106.9025,-6.0976667,Boarded,"Tanjung Priok Roads, Indonesia",IDN,IDN,7.190381219222667,106.83773847700007,-6.102715752999927,,Ikan Beliak,,,mappingpiracy,East Asia & Pacific,Indonesia
134,1994-05-03,,107.3,18.75,Hijacked,Gulf of Tonkin,VNM,CHN,114.72494474678264,106.43482506600004,18.12352122600004,,M63807A,,,mappingpiracy,East Asia & Pacific,Vietnam
135,1994-05-08,,98.7007,3.7836667,Boarded,"Belawan Roads, Indonesia",IDN,IDN,2.482068608101189,98.71062259200004,3.80377838700008,,Bangkok Navee,,,mappingpiracy,East Asia & Pacific,Indonesia
